id,drug,cyp2d6,CL_sampled,Vd_sampled,Css,dCdt_rel_24h,dCdt_rel_72h,pct_drop_24h,pct_drop_72h,t_75pct,t_50pct,t_25pct,t_10pct,AUC_deficit_7d
5848,Venlafaxine_XR,normal,46.05536185624195,246.16369301931832,0.120673,-0.027907,-0.012849,66.976,92.516,NA,10.715,32.989,62.624,17.5724
5849,Venlafaxine_XR,rapid,148.45974435729667,675.94302108736,0.044093,-0.038089,-0.013864,91.414,99.823,NA,1.628,10.635,22.108,7.0882
5850,Venlafaxine_XR,rapid,187.30999371760677,724.1378152731153,0.074444,-0.030246,-0.01338,72.59,96.339,NA,9.622,26.196,48.044,11.1793
5851,Venlafaxine_XR,normal,81.1246860993839,1866.4262186709775,0.09391,-0.01806,-0.011829,43.344,85.166,11.458,29.069,54.479,84.732,12.2438
5852,Venlafaxine_XR,normal,124.1578844974304,844.951087517586,0.086604,-0.027243,-0.013082,65.384,94.189,2.273,13.933,32.797,57.427,12.6036
5853,Venlafaxine_XR,rapid,163.51835521778827,542.8385377505545,0.050985,-0.036612,-0.013819,87.868,99.493,NA,2.438,13.053,26.923,8.1098
5854,Venlafaxine_XR,normal,214.7692894683071,314.15812631920994,0.035769,-0.039999,-0.013883,95.998,99.96,NA,NA,4.77,14.418,5.8614
5855,Venlafaxine_XR,rapid,135.32538696906292,2321.303439922465,0.073807,-0.022363,-0.012811,53.671,92.241,7.808,21.646,41.682,65.631,10.2833
5856,Venlafaxine_XR,poor,27.07345455972525,776.9731136780878,0.07435,-0.026676,-0.012945,64.022,93.207,1.913,14.338,34.544,60.897,10.738
5857,Venlafaxine_XR,rapid,74.38586529302512,972.20836640936,0.073919,-0.028233,-0.013419,67.76,96.619,2.477,13.456,29.79,49.616,10.9417
5858,Venlafaxine_XR,normal,141.7471477531331,502.15380855793506,0.086926,-0.028655,-0.013133,68.771,94.556,NA,11.054,30.114,55.29,12.8223
5859,Venlafaxine_XR,rapid,92.64559912492854,242.80968781159297,0.07356,-0.033754,-0.013626,81.009,98.105,NA,3.849,18.275,37.358,11.4371
5860,Venlafaxine_XR,normal,126.48234432690955,270.29570509917136,0.033377,-0.041072,-0.013888,98.572,99.996,NA,NA,0.88,8.367,5.5317
5861,Venlafaxine_XR,normal,63.4742272361604,441.6348695396561,0.037234,-0.040944,-0.013889,98.266,99.998,NA,NA,3.344,10.733,6.1436
5862,Venlafaxine_XR,rapid,99.18953279096984,552.2212129862746,0.084418000000000007,-0.029499,-0.013292,70.797,95.703,NA,10.438,27.899,50.852,12.5804
5863,Venlafaxine_XR,normal,59.14929852556639,504.88108786843947,0.042119,-0.039955,-0.013886,95.893,99.982,NA,NA,6.752,15.704,6.8752
5864,Venlafaxine_XR,normal,89.08193298311161,527.6016271154789,0.034085,-0.040908,-0.013889,98.178,99.998,NA,NA,3.759,11.166,5.6188
5865,Venlafaxine_XR,normal,66.39410665935011,338.25220770062685,0.078044,-0.033541,-0.013635,80.498,98.171,NA,4.92,18.966,37.545,12.1034
5866,Venlafaxine_XR,normal,127.82325905776725,322.3681086335936,0.063715,-0.034664,-0.013707,83.194,98.693,NA,3.475,16.534,33.759,9.9831
5867,Venlafaxine_XR,normal,140.19528761689412,798.3621428318135,0.039355,-0.038867,-0.013879,93.28,99.93,NA,1.362,9.572,19.714,6.3587
5868,Venlafaxine_XR,poor,19.431736381199716,756.6504057241287,0.145727,-0.016518,-0.010796,39.644,77.734,11.808,33.8,66.781,106.825,17.9017
5869,Venlafaxine_XR,normal,71.33135498183842,624.8695530922033,0.038087,-0.039741,-0.013886,95.378,99.977,NA,NA,7.491,16.639,6.2021
5870,Venlafaxine_XR,normal,133.49845774376013,640.2455301860142,0.074428,-0.030835,-0.013451,74.005,96.844,NA,9.014,24.89,45.751,11.2456
5871,Venlafaxine_XR,normal,76.58283786381406,351.37840551194023,0.065415,-0.035796,-0.013777,85.911,99.192,NA,2.673,14.367,29.757,10.3443
5872,Venlafaxine_XR,normal,64.59359454639475,696.8350269233194,0.075313,-0.030615,-0.013563,73.476,97.656,0.451,10.266,25.231,43.733,11.3851
5873,Venlafaxine_XR,rapid,65.52986222485919,914.4145108424964,0.06411,-0.030756,-0.013637,73.815,98.188,0.912,10.579,24.91,42.127,9.7142
5874,Venlafaxine_XR,normal,91.93287416180348,1114.1586949354223,0.04552,-0.034668,-0.013819,83.204,99.497,NA,6.702,17.99,31.544,7.1121
5875,Venlafaxine_XR,rapid,130.74745388814625,434.8300819278165,0.093554,-0.027764,-0.012974,66.634,93.412,NA,12.027,32.541,59.651,13.6464
5876,Venlafaxine_XR,normal,81.01814805723143,456.7455544680732,0.064132,-0.035236,-0.013768,84.566,99.13,NA,4.059,15.9,31.258,10.0851
5877,Venlafaxine_XR,normal,112.74301454614496,927.3203377341524,0.050038,-0.035438,-0.013826,85.052,99.545,NA,5.634,16.471,29.727,7.8646
5878,Venlafaxine_XR,poor,21.05323407329195,582.8289837461073,0.134868,-0.021423,-0.012174,51.416,87.65,6.182,22.89,48.2,78.895,18.2723
5879,Venlafaxine_XR,normal,104.76652277386744,633.7286594339724,0.057754,-0.035213,-0.013785,84.511,99.253,NA,4.83,16.31,30.967,9.0719
5880,Venlafaxine_XR,rapid,93.783987175838,485.23690534399526,0.127078,-0.022549,-0.011931,54.117,85.904,3.93,20.503,48.698,85.963,17.1415
5881,Venlafaxine_XR,rapid,195.54647011495769,653.6250700069427,0.060786,-0.033628,-0.013672,80.706,98.439,NA,5.744,19.051,36.547,9.4271
5882,Venlafaxine_XR,normal,74.45752572553717,598.0243059790197,0.065159,-0.034019,-0.013746,81.645,98.969,NA,6.261,18.68,34.279,10.1372
5883,Venlafaxine_XR,normal,56.56812323856635,691.8203491667695,0.063159,-0.033433,-0.013762,80.24,99.089,NA,7.404,19.985,35.201,9.7835
5884,Venlafaxine_XR,rapid,74.53396097155637,362.4933490953427,0.09184,-0.029957,-0.013271,71.896,95.551,NA,9.007,27.047,50.908,13.7422
5885,Venlafaxine_XR,rapid,84.46282137129397,815.1851591106148,0.08946,-0.026615,-0.013079,63.877,94.171,2.925,15.008,33.879,57.946,12.9614
5886,Venlafaxine_XR,normal,96.7410540005461,350.4469174115024,0.068736,-0.034199,-0.013681,82.078,98.505,NA,4.152,17.567,35.277,10.7239
5887,Venlafaxine_XR,normal,57.846356545502296,686.8962563405223,0.081607,-0.029285,-0.013451,70.284,96.846,1.161,11.759,27.894,47.803,12.1873
5888,Venlafaxine_XR,rapid,162.12279027703832,766.9629340348862,0.098545,-0.025366,-0.012666,60.877,91.197,2.795,16.086,38.416,67.899,13.9591
5889,Venlafaxine_XR,normal,20.30013773428809,419.1409253925792,0.103943,-0.030229,-0.013478,72.549,97.042,NA,10.048,26.105,46.166,15.6529
5890,Venlafaxine_XR,normal,95.0096224218902,288.5106498332605,0.036666,-0.041074,-0.013888,98.577,99.997,NA,NA,1.189,8.578,6.0747
5891,Venlafaxine_XR,poor,21.957438220488353,1101.072599734641,0.091768,-0.017704,-0.010794,42.489,77.719,9.913,31.201,66.218,112.191,11.3041
5892,Venlafaxine_XR,poor,37.43152181732295,449.8601924501712,0.105824,-0.028422,-0.013244,68.213,95.355,0.662,12.06,30.159,53.111,15.6303
5893,Venlafaxine_XR,normal,131.40908359740166,438.8093603856543,0.059106,-0.035318,-0.013758,84.763,99.056,NA,3.412,15.448,31.268,9.3066
5894,Venlafaxine_XR,normal,101.09672138878116,450.4694162243792,0.062489,-0.035077,-0.013751,84.185,99.01,NA,3.923,16.055,31.943,9.8166
